CanonicalSMILES	MW	LogP	TPSA	HBA	HBD	RotB
CCCC1=CC(OC2CCCCC2)=CC=C1OCCCOC3=CC=CC(C4SC(=O)NC4=O)=C3	483.63000000000017	6.222600000000006	73.86000000000001	6	1	11
CCOC(CC1=CC=C(OC)C(C(=O)NCC2=CC=C(C(F)(F)F)C=C2)=C1)C(=O)O	425.4030000000001	3.6762000000000015	84.86	4	2	9
CCCC1=NC2=CC=CC=C2N1CC3=CC=C(C4=CC=CC=C4C(=O)O)C=C3	370.45200000000006	5.402300000000006	55.120000000000005	3	1	6
CCCC1=NC2=CC(Br)=CC=C2N1CC3=CC=C(C4=CC=CC=C4C(=O)O)C=C3	449.3480000000001	6.164800000000006	55.120000000000005	3	1	6
CCCC1=NC2=CC=C(Br)C=C2N1CC3=CC=C(C4=CC=CC=C4C(=O)O)C=C3	449.3480000000001	6.164800000000006	55.120000000000005	3	1	6
CCCC1=NC2=CC(Br)=C(Br)C=C2N1CC3=CC=C(C4=CC=CC=C4C(=O)O)C=C3	528.2440000000003	6.927300000000006	55.120000000000005	3	1	6
CCCC1=NC2=CC(C(=O)C3=CC=CC=C3)=CC=C2N1CC4=CC=C(C5=CC=CC=C5C(=O)O)C=C4	474.5600000000002	6.6333000000000055	72.19	4	1	8
CCCC1=NC2=CC=C(C(=O)C3=CC=CC=C3)C=C2N1CC4=CC=C(C5=CC=CC=C5C(=O)O)C=C4	474.5600000000002	6.6333000000000055	72.19	4	1	8
CCCC1=NC2=CC(C(O)C3=CC=CC=C3)=CC=C2N1CC4=CC=C(C5=CC=CC=C5C(=O)O)C=C4	476.57600000000025	6.484000000000006	75.35000000000001	4	2	8
CCCC1=NC2=CC=C(C(O)C3=CC=CC=C3)C=C2N1CC4=CC=C(C5=CC=CC=C5C(=O)O)C=C4	476.57600000000025	6.484000000000006	75.35000000000001	4	2	8
CCCC1=NC2=CC3=CC=CC=C3C=C2N1CC4=CC=C(C5=CC=CC=C5C(=O)O)C=C4	420.5120000000001	6.555500000000006	55.120000000000005	3	1	6
CCC(=NOCCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C3=CC=C(C4=CC=CC=C4)C=C3	474.58200000000016	5.457400000000005	76.99000000000001	6	1	10
COC1=CC=C(CCCC(=O)O)C=C1C(=O)NCC2=CC=C(C(F)(F)F)C=C2	395.37700000000007	4.051300000000002	75.63	3	2	8
CCC(CC1=CC=C(OC)C(C(=O)NCC2=CC=C(OC3=CC=CC=C3)C=C2)=C1)C(=O)O	433.5040000000001	5.070800000000004	84.86	4	2	10
CCC(CC1=CC=C(OC)C(CNC(=O)C2=CC=C(OC3=CC=CC=C3)C=C2)=C1)C(=O)O	433.5040000000001	5.070800000000004	84.86	4	2	10
CCCC1=CC=CC=C1OCCCOC2=CC=CC(C3OC(=O)NC3=O)=C2	369.417	3.794500000000002	73.86000000000001	5	1	9
CCCC1=CC(CC2CCCCC2)=CC=C1OCCCOC3=CC=CC(C4SC(=O)NC4=O)=C3	481.6580000000002	6.633900000000007	64.63	5	1	11
CCC(NC(=O)C1=CC=C2C(=C1)C(C)=C(C)N2CC3=CC=C(C4=CC=CC=C4C(=O)O)C=C3)C5=CC=CC=C5	516.6410000000002	7.552740000000007	71.33	3	2	8
COC1=CC(O)=C2C(=C1C(=O)NCC3=CC=CC4=CC=CC=C34)OC5=CC(O)=C(C(C)=O)C(=O)C52C	485.4920000000003	4.001800000000002	122.16	7	3	5
CC(=NOCCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C3=CC=C(C4=CC=NC=C4)C=C3	461.5430000000002	4.462300000000004	89.88000000000001	7	1	9
CC(=NOCCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C3=CC=C(C4=CC=CC=C4)N=C3	461.5430000000002	4.462300000000004	89.88000000000001	7	1	9
CC(C)(OC1=CC=C(CCN(C(=O)NC2=CC=C(F)C=C2F)C3CCCCCC3)C=C1)C(=O)O	474.54800000000034	6.006200000000006	78.87	3	2	8
CC(=NOCCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C3=CC=C(C4=CC=CC=C4)C=N3	461.5430000000002	4.462300000000004	89.88000000000001	7	1	9
CCCCCCCN(CCC1=CC=C(OC(C)(C)C(=O)O)C=C1)C(=O)NC2=CC=C(F)C=C2F	476.56400000000014	6.253800000000006	78.87	3	2	13
CC(=NOCCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C3=CC=C(C4=CC=CC=C4)C=C3	460.5550000000002	5.067300000000005	76.99000000000001	6	1	9
CC(=NOCCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C3=CC=CC=N3	385.4450000000001	2.795300000000001	89.88000000000001	7	1	8
